index,小区名称,所在区域,总价,总价单位,单价,单价单位,房屋年代,户型,楼层,建筑面积,房屋朝向,装修情况,梯户比例,配备电梯,产权年限
1701,华润橡树湾3期,相城 活力岛 内环至中环,310,万,24362,元/平米,2016年建/塔楼,4室2厅1厨2卫,低楼层 (共22层),127.25㎡,南 北,精装,两梯三户,有,70年
1702,花南家园,相城 元和 ,256,万,20318,元/平米,2009年建/板楼,3室2厅1厨2卫,高楼层 (共15层),126㎡,南,精装,两梯四户,有,70年
1703,华辰嘉园南区,相城 活力岛 内环至中环,225,万,27778,元/平米,2009年建/板楼,2室1厅1厨1卫,高楼层 (共15层),81㎡,南,精装,两梯三户,有,70年
1704,欧风丽苑,相城 元和 ,163,万,26952,元/平米,2009年建/塔楼,3室2厅1厨1卫,高楼层 (共6层),60.48㎡,南,精装,一梯两户,无,70年
1705,合景峰汇一期,相城 活力岛 内环至中环,360,万,27644,元/平米,2010年建/板楼,4室2厅1厨2卫,高楼层 (共18层),130.23㎡,南 北,精装,两梯三户,有,70年
1706,中环百汇商业广场,相城 元和 内环至中环,60,万,10345,元/平米,2012年建/板楼,2室1厅0厨2卫,中楼层 (共18层),58㎡,东南,简装,八梯四十九户,有,40年
1707,万科北宸之光,相城 活力岛 内环至中环,267,万,28405,元/平米,2017年建/板塔结合,4室2厅1厨1卫,中楼层 (共9层),94㎡,南,精装,两梯两户,有,70年
1708,香城花园一区,相城 元和 ,275,万,19799,元/平米,2012年建/板楼,3室2厅1厨2卫,低楼层 (共11层),138.9㎡,南,精装,一梯两户,有,70年
1709,香城花园三区,相城 元和 ,288,万,23040,元/平米,2008年建/板楼,3室2厅1厨2卫,中楼层 (共11层),125㎡,南,其他,两梯两户,有,70年
1710,海亮香榭里,相城 元和 内环内,280,万,31750,元/平米,未知年建/板楼,3室2厅1厨2卫,高楼层 (共27层),88.19㎡,南,精装,两梯四户,有,70年
1711,合景峰汇五期,相城 活力岛 内环至中环,320,万,29630,元/平米,2010年建/板楼,4室2厅1厨1卫,低楼层 (共18层),108㎡,南,精装,两梯三户,有,70年
1712,合景峰汇十期,相城 活力岛 内环至中环,69,万,14533,元/平米,2013年建/板楼,1室1厅1厨2卫,中楼层 (共19层),47.48㎡,南,精装,两梯十二户,有,40年
1713,香城颐园,相城 元和 内环内,400,万,36799,元/平米,2011年建/板楼,6室2厅1厨2卫,高楼层 (共11层),108.7㎡,南,精装,一梯两户,有,70年
1714,永金商业广场,相城 元和 内环至中环,82,万,16400,元/平米,2015年建/板塔结合,2室1厅1厨1卫,中楼层 (共21层),50㎡,西,精装,四梯二十一户,有,40年
1715,恒基旭辉发现岛,相城 活力岛 中环至外环,85,万,17709,元/平米,2017年建/板楼,2室2厅1厨1卫,高楼层 (共20层),48㎡,北,精装,四梯三十八户,有,40年
1716,香城花园二区,相城 元和 ,315,万,25000,元/平米,2007年建/板楼,3室2厅1厨2卫,中楼层 (共4层),126㎡,南,精装,一梯两户,无,70年
1717,南山檀郡,相城 元和 内环内,291,万,32370,元/平米,2012年建/板楼,3室2厅1厨1卫,高楼层 (共17层),89.9㎡,南,精装,两梯三户,有,70年
1718,香城花园二区,相城 元和 ,300,万,26087,元/平米,2007年建/板楼,3室2厅1厨2卫,中楼层 (共6层),115㎡,南,简装,一梯两户,无,70年
1719,招商依云华苑,相城 活力岛 内环至中环,306,万,27819,元/平米,2016年建/板楼,3室2厅1厨2卫,高楼层 (共27层),110㎡,南,精装,两梯四户,有,70年
1720,花好月圆,相城 元和 ,330,万,22583,元/平米,2012年建/板楼,3室2厅1厨2卫,中楼层 (共33层),146.13㎡,南,精装,两梯四户,有,70年
1721,万科北宸之光,相城 活力岛 内环至中环,220,万,26191,元/平米,2017年建/板塔结合,3室1厅1厨1卫,低楼层 (共34层),84㎡,南,精装,两梯七户,有,70年
1722,银丽高尔夫,相城 元和 内环内,550,万,19796,元/平米,2012年建/板楼,4室2厅1厨2卫,低楼层 (共3层),277.84㎡,南 北,毛坯,一梯两户,无,70年
1723,合景峰汇五期,相城 活力岛 内环至中环,268,万,27629,元/平米,2010年建/板楼,3室2厅1厨2卫,低楼层 (共18层),97㎡,南,简装,两梯三户,有,70年
1724,中翔商贸城二区,相城 元和 内环至中环,135,万,13236,元/平米,2006年建/板楼,2室2厅1厨1卫,中楼层 (共23层),102㎡,南 西,精装,三梯五十四户,有,70年
1725,嘉和丽园,相城 元和 ,245,万,19141,元/平米,2005年建/板楼,3室2厅1厨2卫,低楼层 (共11层),128㎡,南 北,精装,一梯两户,有,70年
1726,华润红橡世家,相城 元和 内环至中环,252,万,22301,元/平米,2018年建/板楼,3室2厅1厨2卫,高楼层 (共20层),113㎡,南 北,毛坯,两梯四户,有,70年
1727,高铁新城圆融广场,相城 高铁新城 中环至外环,76,万,16171,元/平米,2016年建/板塔结合,2室1厅1厨1卫,高楼层 (共21层),47㎡,南,精装,两梯二十二户,有,40年
1728,西子花园,相城 元和 内环至中环,225,万,23937,元/平米,2010年建/板楼,6室2厅2厨2卫,高楼层 (共6层),94㎡,南 北,简装,一梯两户,无,70年
1729,环秀湖花园,相城 高铁新城 中环至外环,240,万,26967,元/平米,2017年建/板塔结合,3室2厅1厨1卫,低楼层 (共18层),89㎡,南 北,简装,一梯三户,有,70年
1730,中海珑湾,相城 高铁新城 中环至外环,358,万,25391,元/平米,未知年建/板楼,4室2厅1厨2卫,低楼层 (共27层),141㎡,南 北,毛坯,两梯四户,有,70年
1731,合景峰汇九期,相城 活力岛 内环至中环,238,万,26742,元/平米,2013年建/板塔结合,3室2厅1厨1卫,低楼层 (共22层),89㎡,南,精装,两梯四户,有,70年
1732,中粮祥云国际,相城 元和 内环至中环,215,万,23189,元/平米,2018年建/塔楼,3室2厅1厨1卫,低楼层 (共27层),92.72㎡,南,毛坯,两梯四户,有,70年
1733,国际服装城步莲坊,相城 元和 内环至中环,169,万,14852,元/平米,2005年建/板楼,2室2厅1厨1卫,高楼层 (共6层),113.79㎡,南,简装,一梯两户,无,70年
1734,万科北宸之光,相城 活力岛 内环至中环,225,万,25367,元/平米,2017年建/板塔结合,3室2厅1厨1卫,高楼层 (共34层),88.7㎡,南 北,精装,两梯七户,有,70年
1735,花好月圆,相城 元和 ,317,万,21398,元/平米,2012年建/板楼,3室2厅1厨2卫,高楼层 (共33层),148.15㎡,南,毛坯,两梯三户,有,70年
1736,建发中泱天成,相城 高铁新城 中环至外环,460,万,36221,元/平米,2017年建/板楼,4室2厅1厨2卫,高楼层 (共27层),127㎡,南 北,毛坯,两梯两户,有,70年
1737,恒基水漾花城,相城 活力岛 内环内,251,万,28851,元/平米,2017年建/塔楼,2室2厅1厨1卫,低楼层 (共30层),87㎡,南 北,精装,两梯四户,有,70年
1738,普禧观澜,相城 黄埭 中环至外环,255,万,20079,元/平米,2018年建/板楼,3室2厅1厨2卫,中楼层 (共6层),127㎡,南,毛坯,一梯两户,无,70年
1739,锦绣江南(相城区),相城 元和 ,215,万,20477,元/平米,2005年建/板楼,2室2厅1厨1卫,中楼层 (共11层),105㎡,南,精装,一梯两户,有,70年
1740,普禧观澜,相城 黄埭 中环至外环,255,万,20079,元/平米,2018年建/板楼,3室2厅1厨2卫,中楼层 (共6层),127㎡,南,毛坯,一梯两户,无,70年
1741,锦绣江南(相城区),相城 元和 ,215,万,20477,元/平米,2005年建/板楼,2室2厅1厨1卫,中楼层 (共11层),105㎡,南,精装,一梯两户,有,70年
1742,金科观天下,相城 高铁新城 中环至外环,290,万,30881,元/平米,2018年建/塔楼,3室2厅1厨1卫,低楼层 (共33层),93.91㎡,南 北,简装,两梯两户,有,70年
1743,金辉融侨城,相城 活力岛 内环至中环,253,万,25556,元/平米,2013年建/板楼,3室2厅1厨1卫,高楼层 (共24层),99㎡,南,精装,两梯四户,有,70年
1744,金辉优步水岸,相城 高铁新城 中环至外环,450,万,38794,元/平米,未知年建/板塔结合,3室2厅1厨2卫,高楼层 (共6层),116㎡,南 北,毛坯, , ,70年
1745,庆元家园,相城 元和 ,245,万,18915,元/平米,2009年建/板楼,3室2厅1厨2卫,中楼层 (共32层),129.53㎡,南,精装,两梯四户,有,70年
1746,中海珑湾,相城 高铁新城 中环至外环,360,万,29269,元/平米,2018年建/板楼,3室2厅1厨2卫,高楼层 (共25层),123㎡,南,毛坯,两梯四户,有,70年
1747,中粮祥云国际,相城 元和 内环至中环,260,万,29214,元/平米,2018年建/塔楼,3室2厅1厨1卫,中楼层 (共27层),89㎡,南,精装,两梯三户,有,70年
1748,晨曦怡庭,相城 元和 内环至中环,233,万,24091,元/平米,2015年建/板楼,3室2厅1厨1卫,中楼层 (共11层),96.72㎡,南,精装,一梯两户,有,70年
1749,合景峰汇九期,相城 活力岛 内环至中环,275,万,30899,元/平米,2013年建/板塔结合,3室2厅1厨1卫,低楼层 (共22层),89㎡,南,精装,两梯四户,有,70年
1750,元和之春,相城 元和 内环至中环,287,万,14697,元/平米,2006年建/板楼,4室2厅1厨2卫,高楼层 (共5层),195.28㎡,南 北,精装,一梯两户,无,70年
1751,恒基水漾花城,相城 活力岛 内环内,355,万,25205,元/平米,2013年建/塔楼,3室2厅1厨2卫,中楼层 (共15层),140.85㎡,南,毛坯,两梯四户,有,70年
1752,香城花园三区,相城 元和 ,255,万,22766,元/平米,2008年建/板楼,3室2厅1厨1卫,高楼层 (共6层),112.01㎡,南,精装,一梯两户,无,70年
1753,佳兆业君汇上品,相城 黄桥 内环至中环,235,万,20435,元/平米,2016年建/板塔结合,4室2厅1厨2卫,中楼层 (共11层),115㎡,南,毛坯,两梯两户,有,70年
1754,万科北宸之光,相城 活力岛 内环至中环,255,万,28652,元/平米,2017年建/板塔结合,3室2厅1厨1卫,中楼层 (共34层),89㎡,南 北,精装,两梯三户,有,70年
1755,天亚水景城,相城 元和 内环至中环,229,万,21204,元/平米,2011年建/板楼,2室2厅1厨1卫,高楼层 (共20层),108㎡,南,精装,两梯两户,有,70年
1756,招商依云华苑,相城 活力岛 内环至中环,346,万,26822,元/平米,2016年建/板楼,4室2厅1厨2卫,中楼层 (共25层),129㎡,南,简装,两梯四户,有,70年
1757,御苑家园B、C区,相城 活力岛 内环至中环,268,万,21053,元/平米,2006年建/板楼,3室2厅1厨2卫,中楼层 (共5层),127.3㎡,南,精装,一梯两户,无,70年
1758,金辉融侨城,相城 活力岛 内环至中环,348,万,29520,元/平米,2015年建/板楼,4室2厅1厨2卫,中楼层 (共24层),117.89㎡,南,简装,两梯四户,有,70年
1759,雅戈尔紫玉花园,相城 元和 内环至中环,249,万,27478,元/平米,2016年建/板塔结合,3室2厅1厨1卫,中楼层 (共17层),90.62㎡,南,毛坯,一梯两户,有,70年
1760,恒基水漾花城,相城 活力岛 内环内,228,万,25618,元/平米,2014年建/塔楼,2室2厅1厨1卫,中楼层 (共15层),89㎡,南,精装,两梯四户,有,70年
1761,天亚水景城,相城 元和 内环至中环,280,万,19202,元/平米,2011年建/板楼,3室2厅1厨2卫,高楼层 (共20层),145.82㎡,南,简装,两梯两户,有,70年
1762,建发中泱天成,相城 高铁新城 中环至外环,370,万,37038,元/平米,2017年建/板楼,3室2厅1厨2卫,低楼层 (共27层),99.9㎡,南,毛坯,两梯四户,有,70年
1763,香城花园二区,相城 元和 ,240,万,18016,元/平米,2007年建/板楼,5室2厅1厨2卫,高楼层 (共5层),133.22㎡,南,精装,一梯两户,无,70年
1764,玉成家园一期,相城 活力岛 内环至中环,235,万,17994,元/平米,2009年建/板楼,3室2厅1厨2卫,低楼层 (共15层),130.6㎡,南 北,精装,两梯四户,有,70年
1765,花南家园,相城 元和 ,360,万,20339,元/平米,2009年建/板楼,5室3厅2厨3卫,高楼层 (共23层),177㎡,南 北,其他,两梯四户,有,70年
1766,正源悦庭,相城 元和 ,238,万,26742,元/平米,2015年建/板楼,3室2厅1厨1卫,中楼层 (共17层),89㎡,南,精装,两梯两户,有,70年
1767,橡树湾花园,相城 活力岛 内环内,286,万,19862,元/平米,2012年建/板楼,3室2厅1厨3卫,低楼层 (共8层),144㎡,南,毛坯,两梯两户,有,70年
1768,消防小区,相城 元和 ,378,万,28422,元/平米,2008年建/板楼,4室2厅1厨2卫,低楼层 (共12层),133㎡,南,简装,一梯两户,有,70年
1769,元和之春,相城 元和 内环至中环,240,万,17911,元/平米,2006年建/板楼,3室2厅1厨2卫,低楼层 (共5层),134㎡,南,其他,一梯两户,无,70年
1770,鑫之苑,相城 高铁新城 ,255,万,28460,元/平米,2015年建/塔楼,3室2厅1厨1卫,低楼层 (共30层),89.6㎡,南,简装,两梯四户,有,70年
1771,嘉和丽园,相城 元和 ,123,万,21051,元/平米,2006年建/板楼,1室1厅1厨1卫,中楼层 (共10层),58.43㎡,南 北,精装,两梯十一户,有,70年
1772,合景峰汇四期,相城 活力岛 内环至中环,410,万,32032,元/平米,2016年建/板楼,4室2厅0厨2卫,低楼层 (共16层),128㎡,南,精装,两梯三户,有,70年
1773,华润橡树湾花园四期,相城 活力岛 中环至外环,295,万,23154,元/平米,2016年建/塔楼,4室2厅1厨2卫,高楼层 (共22层),127.41㎡,南,毛坯,两梯三户,有,70年
1774,香城颐园,相城 元和 内环内,306,万,28868,元/平米,2011年建/板楼,3室2厅1厨1卫,中楼层 (共6层),106㎡,南,精装,一梯两户,无,70年
1775,香城花园一区,相城 元和 ,224,万,23579,元/平米,2005年建/板楼,2室2厅1厨1卫,中楼层 (共6层),95㎡,南,其他,一梯两户,无,70年
1776,高铁新城圆融广场,相城 高铁新城 中环至外环,235,万,27486,元/平米,2016年建/板塔结合,3室1厅1厨1卫,低楼层 (共28层),85.5㎡,南,毛坯,两梯三户,有,70年
1777,橡树湾花园,相城 活力岛 内环内,233,万,26222,元/平米,2013年建/板塔结合,3室1厅1厨1卫,低楼层 (共27层),88.86㎡,南,精装,两梯六户,有,70年
1778,华润橡树湾3期,相城 活力岛 内环至中环,364,万,28000,元/平米,2016年建/塔楼,4室2厅0厨2卫,低楼层 (共22层),130㎡,南,毛坯,两梯十六户,有,70年
1779,金辉优步水岸,相城 高铁新城 中环至外环,490,万,43359,元/平米,未知年建/板塔结合,4室2厅1厨2卫,高楼层 (共6层),113.01㎡,南 北,毛坯, , ,70年
1780,永金商业广场,相城 元和 内环至中环,78,万,15919,元/平米,2015年建/板塔结合,2室2厅0厨1卫,中楼层 (共21层),49㎡,东,精装,四梯二十一户,有,40年
1781,海伦堡珍珠湾花园,相城 渭塘 中环至外环,200,万,19608,元/平米,2017年建/板楼,3室2厅1厨1卫,中楼层 (共17层),102㎡,南,精装,两梯四户,有,70年
1782,华美家园,相城 元和 内环内,273,万,20837,元/平米,2009年建/板楼,3室2厅1厨2卫,中楼层 (共5层),131.02㎡,南,精装,一梯两户,无,70年
1783,春申景城,相城 黄埭 中环至外环,233,万,18063,元/平米,2010年建/板楼,3室3厅1厨2卫,中楼层 (共5层),129㎡,南 北,精装,一梯两户,有,70年
1784,春申景城,相城 黄埭 中环至外环,152,万,18237,元/平米,2010年建/板楼,2室2厅1厨1卫,低楼层 (共11层),83.35㎡,南 北,精装,一梯两户,有,70年
1785,金科观天下,相城 高铁新城 中环至外环,313,万,33298,元/平米,2018年建/塔楼,3室2厅1厨1卫,中楼层 (共33层),94㎡,南,毛坯,两梯两户,有,70年
1786,首开班芙春天花园,相城 活力岛 内环至中环,220,万,23158,元/平米,2013年建/板楼,2室2厅1厨1卫,中楼层 (共17层),95㎡,南,精装,两梯五户,有,70年
1787,元和之春,相城 元和 内环至中环,262,万,19265,元/平米,2006年建/板楼,3室2厅1厨2卫,高楼层 (共11层),136㎡,南,精装,一梯两户,有,70年
1788,中海珑湾,相城 高铁新城 中环至外环,266,万,30877,元/平米,2017年建/板楼,3室2厅1厨2卫,低楼层 (共25层),86.15㎡,南,毛坯,两梯四户,有,70年
1789,红鼎湾花园,相城 元和 内环至中环,200,万,23530,元/平米,2013年建/板楼,3室2厅1厨1卫,低楼层 (共18层),85㎡,南,精装,两梯四户,有,70年
1790,元和之春,相城 元和 内环至中环,254,万,18677,元/平米,2006年建/板楼,3室2厅1厨2卫,低楼层 (共11层),136㎡,南,精装,一梯两户,有,70年
1791,金辉优步水岸,相城 高铁新城 中环至外环,300,万,34204,元/平米,未知年建/板塔结合,3室2厅1厨1卫,中楼层 (共26层),87.71㎡,南,毛坯,两梯六户,有,70年
1792,鑫之苑,相城 高铁新城 ,255,万,28334,元/平米,2015年建/塔楼,3室2厅1厨1卫,低楼层 (共33层),90㎡,南,毛坯,两梯四户,有,70年
1793,太阳花园,相城 元和 内环至中环,245,万,17513,元/平米,2008年建/板楼,3室2厅1厨2卫,中楼层 (共10层),139.9㎡,南,精装,一梯两户,有,70年
1794,海伦堡珍珠湾花园,相城 渭塘 中环至外环,207,万,17395,元/平米,2017年建/板楼,3室2厅1厨2卫,中楼层 (共20层),119㎡,南,简装,两梯两户,有,70年
1795,金艺百汇广场,相城 渭塘 内环至中环,76,万,14616,元/平米,2012年建/塔楼,2室2厅1厨2卫,中楼层 (共10层),52㎡,南,精装,两梯十六户,有,40年
1796,华润城立方,相城 活力岛 内环至中环,350,万,29167,元/平米,2015年建/板楼,4室2厅1厨2卫,低楼层 (共18层),120㎡,南,精装,两梯六户,有,70年
1797,香城花园三区,相城 元和 ,270,万,24837,元/平米,2008年建/板楼,3室2厅1厨1卫,中楼层 (共6层),108.71㎡,南 北,精装,一梯两户,无,70年
1798,香城花园三区,相城 元和 ,275,万,25269,元/平米,2008年建/板楼,3室2厅1厨1卫,中楼层 (共6层),108.83㎡,北 南,精装,一梯两户,无,70年
1799,香城花园一区,相城 元和 ,296,万,21450,元/平米,2012年建/板楼,4室2厅1厨1卫,中楼层 (共11层),138㎡,南,精装,一梯两户,有,70年
1800,舒馨花苑,相城 望亭 ,145,万,13303,元/平米,未知年建/板楼,3室2厅1厨1卫,高楼层 (共4层),109㎡,东,其他,一梯一户,暂无数据,70年
1801,荣盛阳光名邸,相城 元和 ,460,万,24469,元/平米,2005年建/板楼,4室2厅1厨3卫,低楼层 (共3层),188㎡,南,毛坯,一梯两户,无,70年
1802,建发中泱天成,相城 高铁新城 中环至外环,320,万,31373,元/平米,2017年建/板楼,3室2厅1厨2卫,高楼层 (共27层),102㎡,南,简装,两梯两户,有,70年
1803,中海珑湾,相城 高铁新城 中环至外环,296,万,30475,元/平米,2016年建/板楼,3室2厅1厨1卫,中楼层 (共25层),97.13㎡,南 北,精装,两梯四户,有,70年
1804,佳兆业君汇上品,相城 黄桥 内环至中环,280,万,24230,元/平米,2015年建/板塔结合,4室2厅1厨2卫,高楼层 (共11层),115.56㎡,南,精装,两梯两户,有,70年
1805,西子花园,相城 元和 内环至中环,141,万,25094,元/平米,2010年建/板楼,2室2厅1厨1卫,高楼层 (共6层),56.19㎡,南,简装,一梯两户,无,70年
1806,尚景湾,相城 黄桥 内环至中环,295,万,20640,元/平米,2015年建/板楼,4室2厅1厨2卫,中楼层 (共24层),142.93㎡,南,精装,两梯四户,有,70年
1807,鑫鑫国际,相城 元和 内环至中环,85,万,16832,元/平米,2013年建/板楼,2室1厅1厨1卫,中楼层 (共20层),50.5㎡,南,精装,两梯七十户,有,70年
1808,香城花园二区,相城 元和 ,260,万,24762,元/平米,2007年建/板楼,3室2厅1厨1卫,低楼层 (共5层),105㎡,南,精装,一梯两户,无,70年
1809,南山檀郡,相城 元和 内环内,429,万,36875,元/平米,2014年建/板楼,4室2厅1厨2卫,中楼层 (共17层),116.34㎡,南 北,精装,两梯三户,有,70年
1810,海亮香榭里,相城 元和 内环内,350,万,29882,元/平米,未知年建/板楼,4室2厅0厨2卫,中楼层 (共27层),117.13㎡,南,毛坯,两梯四户,有,70年
1811,御苑家园B、C区,相城 活力岛 内环至中环,233,万,20439,元/平米,2006年建/板楼,3室2厅1厨2卫,低楼层 (共5层),114㎡,南 北,其他,一梯两户,无,70年
1812,乐苑小区,相城 元和 内环内,268,万,24678,元/平米,1990年建/板楼,3室2厅1厨2卫,中楼层 (共5层),108.6㎡,南,简装,一梯两户,无,70年
1813,湖岸明珠,相城 渭塘 内环内,173,万,18780,元/平米,2005年建/板楼,3室2厅1厨1卫,中楼层 (共5层),92.12㎡,南 北,精装,一梯两户,无,70年
1814,天虹品上中心,相城 元和 内环至中环,73,万,12165,元/平米,2017年建/板楼,1室1厅0厨1卫,高楼层 (共26层),60.01㎡,东,精装,四梯二十七户,有,40年
1815,中惠爱丁堡,相城 阳澄湖 内环内,225,万,15000,元/平米,2009年建/板楼,5室2厅2厨2卫,高楼层 (共11层),150㎡,南,精装,一梯两户,有,70年
1816,绿色时光花园东区,相城 元和 ,360,万,16745,元/平米,2003年建/板楼,6室3厅1厨3卫,高楼层 (共5层),215㎡,南,精装,一梯两户,无,70年
1817,海伦堡珍珠湾花园,相城 渭塘 中环至外环,265,万,18403,元/平米,2017年建/板楼,4室2厅2厨2卫,低楼层 (共21层),144㎡,南,精装,一梯三户,有,70年
1818,首开班芙春天花园,相城 活力岛 内环至中环,380,万,26951,元/平米,2015年建/板楼,4室2厅1厨2卫,低楼层 (共18层),141㎡,南,精装,两梯三户,有,70年
1819,绿地都会雅苑,相城 元和 外环外,398,万,28841,元/平米,2019年建/板塔结合,4室2厅1厨2卫,低楼层 (共17层),138㎡,南 北,毛坯,两梯四户,有,70年
1820,泰元家园,相城 元和 内环至中环,240,万,19870,元/平米,2005年建/板楼,5室3厅2厨3卫,高楼层 (共5层),120.79㎡,南,简装,一梯两户,无,70年
1821,绿色时光花园西区,相城 元和 ,306,万,16450,元/平米,2003年建/板楼,4室3厅1厨2卫,高楼层 (共5层),186.02㎡,南 北,精装,一梯两户,无,70年
1822,橡树湾花园,相城 活力岛 内环内,850,万,28027,元/平米,2012年建/板楼,5室4厅1厨3卫,低楼层 (共5层),303.28㎡,东南,精装,一梯两户,有,70年
1823,湖岸明珠,相城 渭塘 内环内,500,万,18116,元/平米,2005年建/板楼,7室2厅1厨4卫,高楼层 (共11层),276㎡,南 北,精装,一梯两户,有,70年
1824,环秀湖花园,相城 高铁新城 中环至外环,328,万,30371,元/平米,2017年建/板塔结合,2室2厅1厨2卫,低楼层 (共27层),108㎡,南 北,精装,两梯四户,有,70年
1825,香城花园二区,相城 元和 ,375,万,20492,元/平米,2007年建/板楼,3室2厅1厨2卫,高楼层 (共5层),183㎡,南,精装,一梯两户,无,70年
1826,望馨花苑,相城 望亭 ,240,万,12766,元/平米,2005年建/板楼,4室2厅1厨3卫,高楼层 (共4层),188㎡,南 北,精装,一梯两户,无,70年
1827,南亚花园,相城 元和 内环至中环,450,万,23470,元/平米,2005年建/板楼,4室3厅1厨2卫,低楼层 (共9层),191.74㎡,南,精装,一梯两户,有,70年
1828,南山檀郡,相城 元和 内环内,360,万,29436,元/平米,2012年建/板楼,3室2厅1厨1卫,高楼层 (共6层),122.3㎡,南 北,简装,一梯两户,无,70年
1829,康桥溪岸花园,相城 活力岛 内环内,220,万,27500,元/平米,2013年建/板楼,3室2厅1厨1卫,中楼层 (共31层),80㎡,南,其他,两梯四户,有,70年
1830,凯翔国际广场公寓,相城 元和 外环外,50,万,11905,元/平米,2009年建/板楼,1室0厅1厨1卫,中楼层 (共33层),42㎡,西,其他,三梯二十五户,有,70年
1831,华辰嘉园北区,相城 活力岛 内环至中环,310,万,25727,元/平米,2010年建/板楼,3室2厅1厨2卫,高楼层 (共15层),120.5㎡,南 北,其他,两梯两户,有,70年
1832,御窑花园,相城 活力岛 内环至中环,223,万,16894,元/平米,2006年建/板楼,4室2厅1厨2卫,高楼层 (共5层),132㎡,南,简装,一梯两户,无,70年
1833,万科北宸之光,相城 活力岛 内环至中环,175,万,25736,元/平米,2016年建/板塔结合,2室2厅1厨1卫,中楼层 (共35层),68㎡,南,简装,两梯八户,有,70年
1834,繁花中心,相城 活力岛 内环至中环,80,万,11069,元/平米,2014年建/塔楼,2室1厅1厨1卫,高楼层 (共15层),72.28㎡,南,精装,两梯二十三户,有,40年
1835,永金商业广场,相城 元和 内环至中环,93,万,18600,元/平米,2015年建/板塔结合,2室1厅1厨1卫,高楼层 (共21层),50㎡,西,精装,四梯二十一户,有,40年
1836,国际服装城梅竹坊,相城 元和 ,179,万,16273,元/平米,2008年建/板楼,2室2厅1厨1卫,高楼层 (共18层),110㎡,南 北,简装,一梯三户,有,40年
1837,天虹品上中心,相城 元和 内环至中环,62,万,11699,元/平米,未知年建/板楼,1室1厅1厨1卫,中楼层 (共26层),53㎡,西,精装,三梯二十七户,有,70年
1838,恒基旭辉发现岛,相城 活力岛 中环至外环,88,万,18334,元/平米,2017年建/板楼,1室2厅1厨1卫,中楼层 (共20层),48㎡,南,精装,四梯三十八户,有,40年
1839,中海珑湾,相城 高铁新城 中环至外环,220,万,27639,元/平米,2016年建/板楼,2室2厅1厨1卫,高楼层 (共25层),79.6㎡,南,毛坯,两梯四户,有,70年
1840,恒基旭辉发现岛,相城 活力岛 中环至外环,93,万,21137,元/平米,2017年建/板楼,2室1厅1厨1卫,中楼层 (共20层),44㎡,南,精装,四梯三十八户,有,40年
1841,天虹品上中心,相城 元和 内环至中环,110,万,15715,元/平米,未知年建/板楼,2室1厅1厨1卫,中楼层 (共26层),70㎡,南,精装,三梯二十七户,有,70年
1842,恒基旭辉发现岛,相城 活力岛 中环至外环,74,万,15745,元/平米,2017年建/板楼,1室1厅1厨1卫,中楼层 (共20层),47㎡,北,精装,四梯三十八户,有,40年
1843,环秀湖花园,相城 高铁新城 中环至外环,250,万,28075,元/平米,2017年建/板塔结合,2室2厅1厨1卫,低楼层 (共18层),89.05㎡,南,简装,一梯三户,有,70年
1844,繁花中心,相城 活力岛 内环至中环,77,万,12834,元/平米,2014年建/板楼,1室1厅1厨1卫,中楼层 (共18层),60㎡,南,精装,四梯二十三户,有,40年
1845,天虹品上中心,相城 元和 内环至中环,120,万,16076,元/平米,2017年建/板楼,1室1厅1厨1卫,中楼层 (共26层),74.65㎡,东,精装,四梯二十七户,有,40年
1846,高铁新城圆融广场,相城 高铁新城 中环至外环,65,万,14445,元/平米,2016年建/板塔结合,2室1厅1厨1卫,中楼层 (共21层),45㎡,东 西,毛坯,两梯二十二户,有,40年
1847,橡树湾花园,相城 活力岛 内环内,118,万,26223,元/平米,2013年建/板塔结合,1室1厅1厨1卫,中楼层 (共27层),45㎡,南,精装,两梯六户,有,70年
1848,天虹品上中心,相城 元和 内环至中环,103,万,13919,元/平米,未知年建/板楼,1室1厅1厨1卫,高楼层 (共26层),74㎡,南 西,精装,四梯二十七户,有,40年
1849,星云汇生活广场,相城 元和 内环至中环,71,万,14854,元/平米,2016年建/板楼,2室1厅1厨1卫,中楼层 (共16层),47.8㎡,北,简装,四梯三十户,有,40年
1850,消防小区,相城 元和 ,236,万,24265,元/平米,2008年建/板楼,3室2厅2厨1卫,低楼层 (共11层),97.26㎡,南,精装,一梯两户,有,70年
1851,海伦堡珍珠湾花园,相城 渭塘 中环至外环,355,万,10857,元/平米,2017年建/板楼,5室2厅1厨3卫,中楼层 (共4层),327㎡,南,毛坯,一梯四户,无,70年
1852,合景峰汇六期,相城 活力岛 内环至中环,354,万,33085,元/平米,2016年建/板楼,5室2厅1厨2卫,低楼层 (共18层),107㎡,南 北,精装,两梯三户,有,70年
1853,永金商业广场,相城 元和 内环至中环,90,万,18106,元/平米,2015年建/板塔结合,2室1厅1厨1卫,高楼层 (共21层),49.71㎡,西南 西,精装,四梯二十一户,有,40年
1854,御亭花苑,相城 望亭 ,142,万,12910,元/平米,未知年建/暂无数据,2室2厅1厨1卫,高楼层 (共5层),110㎡,南,毛坯,一梯一户,暂无数据,70年
1855,凯翔国际广场公寓,相城 元和 外环外,145,万,15525,元/平米,2009年建/板楼,3室2厅0厨1卫,中楼层 (共33层),93.4㎡,南,简装,五梯三十四户,有,70年
